time,temp
43508.50606,23.82
43508.50627,15.39
43508.50733,20.04
43508.50747,15.27
43508.50842,23.75
43508.50865,23.59
43508.50868,15.47
43508.50879,15.11
43508.50888,14.55
43508.50912,23.78
43508.5096,23.85
43508.50981,15.73
43508.51092,20.07
43508.51104,15.62
43508.51199,23.77
43508.51217,23.64
43508.51219,15.84
43508.5124,15.47
43508.5125,14.9
43508.5127,23.82
43508.51314,23.88
43508.51337,16.09
43508.51453,20.11
43508.51462,15.98
43508.51553,23.79
43508.51569,23.65
43508.51571,16.2
43508.51592,15.85
43508.51601,15.28
43508.51631,23.83
43508.51666,23.9
43508.51692,16.5
43508.51812,20.19
43508.51819,16.4
43508.51907,23.8
43508.51921,23.65
43508.51923,16.57
43508.51944,16.23
43508.51953,15.67
43508.51992,23.83
43508.5202,23.89
43508.52048,16.89
43508.52173,20.25
43508.52175,16.71
43508.52263,23.81
43508.52275,16.87
43508.52282,23.66
43508.52298,16.53
43508.52305,15.99
43508.52354,23.84
43508.52374,23.9
43508.52404,17.18
43508.52532,20.3
43508.52532,17.01
43508.52617,23.86
43508.52624,17.18
43508.52634,23.72
43508.52648,16.86
43508.52666,16.32
43508.52715,23.9
43508.52729,23.99
43508.52759,17.5
43508.52888,17.35
43508.52893,20.34
43508.52972,23.92
43508.52976,17.5
43508.52985,23.79
43508.53009,17.21
43508.53018,16.68
43508.53076,23.97
43508.5308,24.04
43508.53115,17.86
43508.53245,17.75
43508.53252,20.36
43508.53328,23.98
43508.53328,17.82
43508.53337,23.84
43508.5336,17.58
43508.5337,17.07
43508.53435,24.12
43508.53437,24.04
43508.53472,18.18
43508.53604,18
43508.53613,20.45
43508.5368,18.07
43508.53682,24.04
43508.53698,23.9
43508.53712,17.82
43508.53722,17.31
43508.53789,24.15
43508.53796,24.09
43508.53826,18.39
43508.5396,18.18
43508.53972,20.5
43508.54032,18.26
43508.54036,24.09
43508.5405,23.97
43508.54064,18.06
43508.54073,17.55
43508.54143,24.22
43508.54159,24.15
43508.54182,18.67
43508.54317,18.57
43508.54333,20.58
43508.54384,18.61
43508.54393,24.14
43508.54402,24.03
43508.54425,18.43
43508.54425,17.93
43508.54495,24.27
43508.54518,24.18
43508.54539,18.99
43508.54675,18.79
43508.54691,20.63
43508.54735,18.79
43508.54747,24.18
43508.54763,24.06
43508.54777,18.65
43508.54787,18.16
43508.54849,24.32
43508.54879,24.24
43508.54895,19.21
43508.55032,19.02
43508.55053,20.66
43508.55087,19
43508.55101,24.22
43508.55115,24.09
43508.55131,18.87
43508.55138,18.39
43508.55203,24.35
43508.5524,24.27
43508.55249,19.44
43508.55388,19.19
43508.55411,20.7
43508.55439,19.16
43508.55458,24.24
43508.55467,24.12
43508.55483,19.05
43508.5549,18.55
43508.55557,24.38
43508.55601,24.31
43508.55606,19.65
43508.55747,19.5
43508.55772,20.75
43508.55791,19.43
43508.55812,24.26
43508.55819,24.14
43508.55842,19.36
43508.55842,18.85
43508.55911,24.4
43508.55962,20.01
43508.55965,24.33
43508.56104,19.76
43508.56131,20.76
43508.56143,19.63
43508.56166,24.31
43508.5618,24.19
43508.56194,19.59
43508.56203,19.08
43508.56263,24.45
43508.56319,20.17
43508.56323,24.39
43508.5646,19.9
43508.56492,20.82
43508.56495,19.79
43508.56523,24.36
43508.56532,24.24
43508.56546,19.73
43508.56555,19.21
43508.56617,24.49
43508.56675,20.25
43508.56685,24.43
43508.56819,19.94
43508.56847,19.82
43508.56851,20.84
43508.56877,24.39
43508.56884,24.27
43508.56898,19.81
43508.56907,19.28
43508.56972,24.53
43508.57032,20.33
43508.57043,24.45
43508.57175,20.1
43508.57201,19.97
43508.57212,20.89
43508.57233,24.43
43508.57245,24.32
43508.57259,19.96
43508.57259,19.42
43508.57326,24.57
43508.57388,20.38
43508.57404,24.5
43508.57534,20.23
43508.57553,20
43508.57573,20.93
43508.57587,24.5
43508.57597,24.36
43508.5761,20.14
43508.5762,19.57
43508.5768,24.6
43508.57745,20.61
43508.57766,24.54
43508.57891,20.47
43508.57904,20.23
43508.57932,20.99
43508.57941,24.54
43508.57948,24.42
43508.57962,20.37
43508.57972,19.79
43508.58032,24.65
43508.58101,20.79
43508.58127,24.61
43508.58249,20.73
43508.58256,20.43
43508.58296,21.02
43508.58298,24.62
43508.583,24.5
43508.58324,20.62
43508.58326,20.02
43508.58386,24.72
43508.58458,21
43508.58488,24.68
43508.58606,20.93
43508.58608,20.61
43508.58652,24.69
43508.58652,21.07
43508.58661,24.57
43508.58675,20.82
43508.58678,20.21
43508.5874,24.8
43508.58814,21.14
43508.58849,24.75
43508.5896,20.79
43508.58965,21.14
43508.59009,24.75
43508.59013,24.64
43508.59013,21.16
43508.59027,21.07
43508.59036,20.44
43508.59094,24.85
43508.59171,21.46
43508.5921,24.82
43508.59312,21.07
43508.59321,21.49
43508.59363,24.82
43508.59365,24.72
43508.59372,21.24
43508.59379,21.42
43508.59388,20.75
43508.59449,24.93
43508.59527,21.72
43508.59571,24.86
43508.59666,21.36
43508.5968,21.75
43508.59717,24.87
43508.59726,24.75
43508.59733,21.36
43508.5974,21.68
43508.5974,21.02
43508.598,24.96
43508.59884,21.87
43508.59932,24.91
43508.60018,21.44
43508.60039,21.81
43508.60074,24.87
43508.60078,24.76
43508.60092,21.75
43508.60094,21.38
43508.60101,21.11
43508.60154,24.94
43508.6024,22.06
43508.60293,24.82
43508.6037,21.7
43508.60395,22.1
43508.60428,24.7
43508.6043,24.6
43508.60444,22.03
43508.60453,21.37
43508.60453,21.23
43508.60509,24.75
43508.60597,22.24
43508.60655,24.57
43508.60722,21.89
43508.60754,22.3
43508.60782,24.35
43508.60784,24.44
43508.60805,22.24
43508.60805,21.57
43508.60814,21
43508.60863,24.48
43508.60953,22.39
43508.61016,24.32
43508.61076,22.04
43508.61111,22.48
43508.61138,24.19
43508.61143,24.08
43508.61157,22.45
43508.61166,21.76
43508.61173,20.74
43508.61217,24.25
43508.6131,22.57
43508.61377,24.07
43508.61428,22.2
43508.61469,22.61
43508.61492,23.94
43508.61495,23.83
43508.61509,22.6
43508.61518,21.88
43508.61534,20.5
43508.61569,24.01
43508.61666,22.68
43508.61738,23.93
43508.6178,22.31
43508.61828,22.75
43508.61847,23.77
43508.61849,23.89
43508.6187,22.74
43508.61872,22.03
43508.61893,20.61
43508.61923,24
43508.62023,22.81
43508.62097,24
43508.62131,22.46
43508.62185,22.89
43508.62203,24
43508.62208,23.87
43508.62231,22.92
43508.62231,22.17
43508.62254,20.74
43508.62277,24.12
43508.62381,22.93
43508.62458,24.17
43508.62486,22.58
43508.62543,23.05
43508.62557,24.16
43508.6256,24.05
43508.62574,23.09
43508.62583,22.32
43508.62615,20.91
43508.62632,24.27
43508.62738,23.08
43508.62819,24.32
43508.62838,22.75
43508.62902,23.22
43508.62912,24.21
43508.62914,24.32
43508.62935,23.28
43508.62935,22.5
43508.62974,21.02
43508.62986,24.42
43508.63094,23.25
43508.6318,24.48
43508.63189,22.89
43508.63261,23.39
43508.63263,24.39
43508.63268,24.49
43508.63286,22.7
43508.63287,23.49
43508.63335,21.14
43508.63337,24.6
43508.63451,23.41
43508.63541,24.61
43508.63543,23.08
43508.63618,23.57
43508.63624,24.61
43508.63625,24.53
43508.63648,23.68
43508.63648,22.86
43508.63692,24.7
43508.63694,21.27
43508.63807,23.61
43508.63895,23.24
43508.63902,24.74
43508.63976,24.66
43508.63976,23.72
43508.63979,24.74
43508.64,23.86
43508.64,23.02
43508.64046,24.83
43508.64055,21.35
43508.64166,23.77
43508.64247,23.38
43508.64263,24.86
43508.64328,24.79
43508.64333,24.85
43508.64335,23.89
43508.64361,24.01
43508.64361,23.18
43508.644,24.93
43508.64414,21.53
43508.64523,23.92
43508.64601,23.49
43508.64624,24.94
43508.64689,24.94
43508.64689,24.88
43508.64694,24.03
43508.64712,24.17
43508.64713,23.29
43508.64754,25.03
43508.64775,21.62
43508.64879,24.04
43508.64953,23.63
43508.64986,25.04
43508.65041,24.97
43508.65044,25.02
43508.6505,24.09
43508.65067,24.26
43508.65067,23.29
43508.65106,25.1
43508.65136,21.68
43508.65236,24.13
43508.65305,23.73
43508.65347,25.11
43508.65393,25.06
43508.654,25.11
43508.65409,23.97
43508.65416,24.33
43508.65425,23.29
43508.6546,25.19
43508.65495,21.75
43508.65594,24.15
43508.65659,23.81
43508.65708,25.19
43508.65745,25.12
43508.65754,25.18
43508.65768,23.86
43508.65777,24.31
43508.65777,23.27
43508.65814,25.22
43508.65856,21.72
43508.65951,24.06
43508.66011,23.84
43508.66069,25.08
43508.66106,25.01
43508.66108,25.05
43508.66127,23.82
43508.66129,24.33
43508.66129,23.27
43508.66168,25.07
43508.66217,21.54
43508.66308,24.01
43508.66365,23.75
43508.6643,24.9
43508.66458,24.83
43508.66465,24.87
43508.66481,24.34
43508.66486,23.82
43508.6649,23.25
43508.66523,24.9
43508.66576,21.33
43508.66666,23.93
43508.66717,23.64
43508.66791,24.72
43508.6681,24.63
43508.66819,24.68
43508.66842,24.21
43508.66842,23.68
43508.66842,23.1
43508.66877,24.7
43508.66937,21.1
43508.67023,23.86
43508.67069,23.53
43508.67152,24.51
43508.67171,24.41
43508.67175,24.47
43508.67194,24.04
43508.67194,22.86
43508.67201,23.46
43508.67231,24.51
43508.67296,20.9
43508.67379,23.64
43508.67423,23.29
43508.67513,24.32
43508.67523,24.2
43508.6753,24.27
43508.67555,23.77
43508.67555,22.57
43508.6756,23.18
43508.67583,24.31
43508.67657,20.72
43508.67736,23.29
43508.67775,22.99
43508.67872,24.17
43508.67875,24.05
43508.67884,24.13
43508.67907,23.49
43508.67907,22.32
43508.67919,22.89
43508.67937,24.2
43508.68018,20.85
43508.68095,22.93
43508.68127,22.65
43508.68226,24.11
43508.68233,24.23
43508.6824,24.2
43508.68261,23.19
43508.68261,22.12
43508.68275,22.61
43508.68291,24.28
43508.68377,21
43508.68451,22.61
43508.68481,22.35
43508.68587,24.25
43508.68594,24.38
43508.68594,24.35
43508.6862,22.84
43508.6862,21.85
43508.68634,22.31
43508.68645,24.42
43508.68738,21.2
43508.68807,22.29
43508.68833,22
43508.68939,24.37
43508.68951,24.46
43508.68956,24.48
43508.68972,22.48
43508.68972,21.55
43508.68993,21.98
43508.68997,24.52
43508.69097,21.31
43508.69164,21.94
43508.69185,21.67
43508.69291,24.5
43508.69305,24.57
43508.69317,24.61
43508.69324,22.11
43508.69324,21.21
43508.69349,21.66
43508.69351,24.65
43508.69458,21.53
43508.69521,21.6
43508.69537,21.32
43508.69652,24.58
43508.69659,24.65
43508.69678,24.68
43508.69685,21.74
43508.69685,20.89
43508.69706,24.72
43508.69708,21.31
43508.69817,21.65
43508.69877,21.26
43508.69891,20.95
43508.70004,24.67
43508.70016,24.75
43508.70037,21.39
43508.70037,20.54
43508.70039,24.77
43508.7006,24.82
43508.70064,20.96
43508.70178,21.72
43508.70233,20.94
43508.70243,20.59
43508.70356,24.75
43508.7037,24.84
43508.70388,20.18
43508.70389,21.04
43508.704,24.88
43508.70414,24.91
43508.70423,20.61
43508.70539,21.76
43508.7059,20.6
43508.70594,20.23
43508.70708,24.82
43508.70726,24.9
43508.7074,19.82
43508.70759,20.69
43508.70761,24.93
43508.70766,24.98
43508.7078,20.29
43508.70898,21.82
43508.70946,20.27
43508.70946,19.87
43508.71069,24.87
43508.71081,24.98
43508.71101,19.46
43508.71102,20.35
43508.7112,25.05
43508.71122,25.01
43508.71138,19.93
43508.71259,21.83
43508.71298,19.51
43508.71303,19.95
43508.71421,24.94
43508.71437,25.04
43508.71456,20
43508.71456,19.11
43508.71474,25.13
43508.71483,25.07
43508.71495,19.57
43508.7162,21.94
43508.7165,19.18
43508.71659,19.61
43508.71773,24.99
43508.71791,25.1
43508.71805,18.75
43508.71814,19.64
43508.71828,25.17
43508.71845,25.14
43508.71851,19.21
43508.71979,21.92
43508.72002,18.82
43508.72016,19.25
43508.72134,25.05
43508.72148,25.15
43508.72157,18.4
43508.72166,19.28
43508.72182,25.24
43508.72206,25.18
43508.7221,18.85
43508.7234,21.91
43508.72354,18.46
43508.7237,18.89
43508.72486,24.96
43508.72502,25.04
43508.72518,18.91
43508.72518,18.04
43508.72537,25.11
43508.72567,25.03
43508.72567,18.48
43508.72701,21.72
43508.72706,18.11
43508.72726,18.52
43508.72838,24.72
43508.72856,24.79
43508.7287,18.55
43508.7287,17.7
43508.72891,24.88
43508.72923,18.12
43508.72928,24.79
43508.73057,17.76
43508.7306,21.42
43508.73083,18.17
43508.73199,24.43
43508.73213,24.53
43508.73222,17.36
43508.73231,18.19
43508.73243,24.61
43508.73282,17.77
43508.73289,24.5
43508.73409,17.43
43508.73421,21.11
43508.73439,17.82
43508.73551,24.15
43508.73567,24.25
43508.73574,17.01
43508.73583,17.83
43508.73597,24.33
43508.73638,17.41
43508.73648,24.23
43508.73761,17.1
43508.7378,20.8
43508.73794,17.46
43508.73902,23.87
43508.73923,23.97
43508.73935,17.49
43508.73935,16.69
43508.73951,24.07
43508.73995,17.07
43508.74009,23.97
43508.74113,16.79
43508.74141,20.72
43508.7415,17.13
43508.74254,23.76
43508.74277,23.87
43508.74287,17.16
43508.74287,16.38
43508.74305,23.98
43508.74351,16.75
43508.74372,23.95
43508.74465,16.48
43508.745,20.82
43508.74507,16.79
43508.74615,23.85
43508.74632,23.96
43508.74639,16.85
43508.74639,16.08
43508.74657,24.08
43508.74708,16.45
43508.74731,24.05
43508.74817,16.2
43508.74861,20.93
43508.74861,16.49
43508.74967,23.94
43508.74988,24.07
43508.74991,15.82
43508.75,16.56
43508.75011,24.15
43508.75067,16.17
43508.75092,24.14
43508.75166,15.93
43508.75217,16.21
43508.75222,20.93
43508.75319,23.91
43508.75342,24
43508.75345,15.56
43508.75351,16.29
43508.75365,24.07
43508.75423,15.9
43508.75453,23.98
43508.75518,15.68
43508.75571,15.93
43508.75581,20.64
43508.75671,23.69
43508.75697,23.78
43508.75703,16.04
43508.75703,15.31
43508.7572,23.86
43508.7578,15.65
43508.75814,23.75
43508.7587,15.46
43508.75928,15.68
43508.75942,20.32
43508.76032,23.44
43508.76053,23.52
43508.76055,15.78
43508.76055,15.07
43508.76071,23.62
43508.76136,15.4
43508.76173,23.5
43508.76222,15.24
43508.76282,15.43
43508.76301,20.04
43508.76384,23.18
43508.76407,23.28
43508.76407,15.52
43508.76407,14.85
43508.76426,23.39
43508.76493,15.15
43508.76535,23.26
43508.76574,15.01
43508.76639,15.19
43508.76662,19.81
43508.76736,22.93
43508.76759,14.61
43508.76761,23.03
43508.76768,15.28
43508.7678,23.16
43508.76849,14.93
43508.76895,23.02
43508.76923,14.79
43508.76993,14.95
43508.7702,19.57
43508.77097,22.71
43508.77111,14.39
43508.77115,22.82
43508.7712,15.04
43508.77132,22.95
43508.77206,14.69
43508.77257,22.81
43508.77275,14.6
43508.77349,14.72
43508.77379,19.36
43508.77449,22.49
43508.77463,14.17
43508.77472,22.6
43508.77472,14.82
43508.77486,22.74
43508.77562,14.48
43508.77618,22.6
43508.77627,14.39
43508.77703,14.5
43508.7774,19.24
43508.77801,22.29
43508.77824,14.6
43508.77824,13.95
43508.77826,22.4
43508.7784,22.54
43508.77919,14.25
43508.77977,22.41
43508.77977,14.19
43508.78058,14.28
43508.78099,19.13
43508.78152,22.11
43508.78176,14.38
43508.78176,13.74
43508.7818,22.23
43508.78192,22.36
43508.78275,14.05
43508.78328,14
43508.78338,22.23
43508.78414,14.07
43508.7846,19.03
43508.78514,21.94
43508.78527,13.56
43508.78528,14.18
43508.78534,22.06
43508.78546,22.21
43508.78632,13.84
43508.7868,13.82
43508.78699,22.07
43508.78768,13.9
43508.78819,18.93
43508.78865,21.79
43508.78879,13.39
43508.78889,21.89
43508.78889,13.99
43508.78898,22.05
43508.78988,13.65
43508.79032,13.65
43508.79058,21.92
43508.79125,13.71
43508.79178,18.84
43508.79217,21.65
43508.79234,13.2
43508.7924,13.8
43508.79245,21.75
43508.79252,21.91
43508.79345,13.47
43508.79382,13.48
43508.79419,21.77
43508.79479,13.53
43508.79539,18.73
43508.79569,21.53
43508.79583,13.03
43508.79592,13.62
43508.79599,21.62
43508.79606,21.77
43508.79701,13.31
43508.79734,13.33
43508.7978,21.63
43508.79833,13.36
43508.79898,18.65
43508.79921,21.39
43508.79935,12.89
43508.79944,13.45
43508.79953,21.5
43508.79958,21.64
43508.80058,13.14
43508.80083,13.18
43508.80139,21.5
43508.80187,13.21
43508.80257,18.56
43508.80282,21.27
43508.80296,13.28
43508.80296,12.71
43508.80308,21.37
43508.80312,21.51
43508.80412,12.98
43508.80435,13.03
43508.805,21.37
43508.80544,13.05
43508.80618,18.43
43508.80634,21.18
43508.80648,13.13
43508.80648,12.57
43508.80662,21.26
43508.80664,21.39
43508.80768,12.82
43508.80787,12.91
43508.80861,21.27
43508.80898,12.91
43508.80977,18.36
43508.80986,21.07
43508.81,12.98
43508.81,12.42
43508.81016,21.15
43508.81018,21.29
43508.81125,12.68
43508.81136,12.75
43508.8122,21.15
43508.81252,12.76
43508.81335,18.28
43508.81338,20.96
43508.81352,12.27
43508.81361,12.83
43508.8137,21.16
43508.8137,21.04
43508.81481,12.54
43508.81488,12.62
43508.81581,21.04
43508.81606,12.62
43508.81696,18.19
43508.81699,20.85
43508.81703,12.14
43508.81713,12.68
43508.81724,21.05
43508.81724,20.93
43508.81838,12.42
43508.8184,12.51
43508.8194,20.93
43508.81963,12.49
43508.82051,20.73
43508.82055,18.1
43508.82055,12.03
43508.82065,12.54
43508.82076,20.93
43508.82078,20.82
43508.8219,12.39
43508.82194,12.26
43508.82301,20.81
43508.82317,12.36
43508.82403,20.63
43508.82407,11.89
43508.82414,18
43508.82416,12.41
43508.8243,20.82
43508.82433,20.71
43508.82541,12.26
43508.82551,12.14
43508.82662,20.69
43508.82671,12.24
43508.82754,20.53
43508.82759,11.77
43508.82771,12.28
43508.82775,17.9
43508.82782,20.72
43508.82787,20.6
43508.82891,12.16
43508.82905,12.02
43508.83021,20.58
43508.83025,12.12
43508.83106,20.42
43508.83111,11.66
43508.83122,12.17
43508.83134,17.82
43508.83136,20.6
43508.83141,20.49
43508.83243,12.04
43508.83261,11.89
43508.83382,20.48
43508.83382,12
43508.83467,20.31
43508.83472,12.03
43508.83472,11.53
43508.83488,20.5
43508.83493,17.74
43508.83495,20.38
43508.83592,11.93
43508.83618,11.78
43508.83736,11.88
43508.83743,20.37
43508.83819,20.2
43508.83824,11.9
43508.83824,11.46
43508.8384,20.39
43508.83852,20.28
43508.83852,17.66
43508.83944,11.83
43508.83974,11.66
43508.8409,11.77
43508.84102,20.27
43508.84171,20.11
43508.84176,11.36
43508.84185,11.78
43508.84194,20.29
43508.84203,20.18
43508.84213,17.56
43508.84294,11.72
43508.84331,11.53
43508.84444,11.66
43508.8446,20.17
43508.84523,20.02
43508.84528,11.25
43508.84537,11.67
43508.84546,20.21
43508.84558,20.09
43508.84572,17.46
43508.84646,11.62
43508.84685,11.44
43508.84798,11.57
43508.84821,20.08
43508.84874,19.93
43508.84879,11.14
43508.84888,11.55
43508.849,20.11
43508.84911,20
43508.8493,17.4
43508.84997,11.53
43508.85041,11.33
43508.85152,11.47
43508.8518,19.99
43508.85231,11.03
43508.85235,19.85
43508.8524,11.45
43508.85252,20.01
43508.85266,19.9
43508.85289,17.33
43508.85347,11.44
43508.85398,11.25
43508.85509,11.39
43508.85541,19.89
43508.85583,10.92
43508.85587,19.76
43508.85592,11.35
43508.85604,19.93
43508.8562,19.83
43508.8565,17.26
43508.85698,11.36
43508.85754,11.14
43508.85863,11.29
43508.859,19.81
43508.85935,10.82
43508.85939,19.68
43508.85944,11.24
43508.85958,19.85
43508.85974,19.74
43508.86009,17.18
43508.86048,11.25
43508.86108,11.05
43508.86217,11.21
43508.86261,19.73
43508.86286,10.73
43508.86291,19.6
43508.86296,11.14
43508.8631,19.77
43508.86328,19.65
43508.86367,17.11
43508.864,11.19
43508.86465,10.96
43508.86571,11.11
43508.8662,19.64
43508.86638,10.67
43508.86643,19.52
43508.86648,11.06
43508.86665,19.67
43508.86682,19.59
43508.86726,17.05
43508.86749,11.1
43508.86821,10.86
43508.86925,11.03
43508.86981,19.57
43508.86995,19.44
43508.86999,10.59
43508.87,10.96
43508.87016,19.6
43508.87036,19.51
43508.87087,16.99
43508.87101,11.02
43508.87178,10.78
43508.8728,10.96
43508.8734,19.49
43508.87351,10.52
43508.87354,10.88
43508.87356,19.38
43508.87368,19.53
43508.87391,19.43
43508.87446,16.94
43508.87451,10.94
43508.87532,10.71
43508.87634,10.87
43508.87699,19.42
43508.87705,10.47
43508.87708,19.31
43508.87712,10.8
43508.87719,19.45
43508.87745,19.36
43508.87803,10.87
43508.87805,16.89
43508.87888,10.61
43508.87988,10.79
43508.88055,10.37
43508.8806,19.35
43508.8806,19.25
43508.88064,10.73
43508.88073,19.39
43508.88099,19.3
43508.88152,10.81
43508.88164,16.87
43508.88245,10.54
43508.88342,10.73
43508.88407,10.31
43508.88411,19.2
43508.88416,10.65
43508.88418,19.29
43508.88425,19.32
43508.88453,19.25
43508.88504,10.75
43508.88523,16.86
43508.88601,10.47
43508.88696,10.68
43508.88759,10.21
43508.88763,19.15
43508.88768,10.57
43508.88777,19.28
43508.8878,19.25
43508.88807,19.2
43508.88854,10.68
43508.88884,16.85
43508.88955,10.41
43508.89053,10.62
43508.89111,10.14
43508.89115,19.13
43508.8912,10.5
43508.89131,19.25
43508.89138,19.21
43508.89161,19.17
43508.89205,10.61
43508.89243,16.84
43508.89312,10.36
43508.89407,10.57
43508.89462,10.07
43508.89472,10.43
43508.89476,19.07
43508.89483,19.19
43508.895,19.15
43508.89513,19.1
43508.89555,10.57
43508.89601,16.8
43508.89668,10.27
43508.89761,10.5
43508.89814,9.99
43508.89824,10.36
43508.89828,18.97
43508.89835,19.11
43508.89858,19.06
43508.89868,19.01
43508.89907,10.5
43508.8996,16.75
43508.90023,10.22
43508.90115,10.42
43508.90166,9.91
43508.90175,10.29
43508.9018,18.88
43508.90187,19
43508.90217,18.96
43508.90222,18.92
43508.90256,10.43
43508.90319,16.68
43508.90379,10.15
43508.90469,10.35
43508.90518,9.84
43508.90527,10.21
43508.90532,18.78
43508.90541,18.9
43508.90576,18.82
43508.90578,18.86
43508.90608,10.36
43508.9068,16.61
43508.90736,10.07
43508.90824,10.28
43508.9087,9.77
43508.90879,10.14
43508.90884,18.68
43508.90893,18.81
43508.9093,18.71
43508.90937,18.76
43508.90958,10.28
43508.91039,16.54
43508.9109,9.96
43508.91178,10.21
43508.91222,9.7
43508.91231,10.07
43508.91236,18.57
43508.91245,18.71
43508.91284,18.61
43508.91298,18.65
43508.9131,10.22
43508.91398,16.47
43508.91446,9.86
43508.91532,10.14
43508.91583,9.99
43508.91583,9.63
43508.91597,18.61
43508.91597,18.46
43508.91638,18.5
43508.91659,18.55
43508.91659,10.17
43508.91756,16.39
43508.91803,9.8
43508.91886,10.07
43508.91935,9.54
43508.91944,9.91
43508.91949,18.36
43508.91951,18.5
43508.9199,18.4
43508.92009,10.12
43508.92016,18.44
43508.92115,16.32
43508.92157,9.72
43508.9224,10.02
43508.92287,9.47
43508.92296,9.83
43508.923,18.25
43508.92303,18.4
43508.92344,18.3
43508.92361,10.06
43508.92377,18.35
43508.92476,16.25
43508.92513,9.64
43508.92594,9.93
43508.92638,9.41
43508.92648,9.75
43508.92652,18.17
43508.92655,18.31
43508.92699,18.21
43508.9271,9.98
43508.92736,18.25
43508.92835,16.18
43508.9287,9.6
43508.92949,9.9
43508.9299,9.35
43508.93,9.7
43508.93004,18.07
43508.93006,18.21
43508.93053,18.12
43508.93062,9.95
43508.93094,18.15
43508.93194,16.08
43508.93224,9.53
43508.93303,9.85
43508.93342,9.28
43508.93351,9.64
43508.93356,17.99
43508.93361,18.12
43508.93407,18.02
43508.93412,9.88
43508.93456,18.06
43508.93553,16
43508.93581,9.46
43508.93657,9.78
43508.93694,9.21
43508.93703,9.57
43508.93712,18.03
43508.93717,17.89
43508.93759,17.93
43508.93763,9.82
43508.93817,17.96
43508.93912,15.93
43508.93937,9.41
43508.94011,9.74
43508.94046,9.14
43508.94055,9.5
43508.94064,17.94
43508.94069,17.82
43508.94113,9.77
43508.94113,17.85
43508.94175,17.88
43508.9427,15.87
43508.94291,9.34
43508.94365,9.68
43508.94398,9.1
43508.94407,9.44
43508.94416,17.86
43508.94421,17.73
43508.94462,9.71
43508.94467,17.77
43508.94532,17.81
43508.94629,15.82
43508.94648,9.28
43508.94719,9.62
43508.9475,9.04
43508.94759,9.39
43508.94768,17.79
43508.94773,17.67
43508.94814,9.67
43508.94821,17.7
43508.94893,17.72
43508.94988,15.79
43508.95004,9.22
43508.95074,9.57
43508.95101,8.99
43508.95111,9.34
43508.9512,17.71
43508.95125,17.58
43508.95164,9.63
43508.95173,17.63
43508.95252,17.65
43508.95349,15.75
43508.95358,9.17
43508.95428,9.5
43508.95453,8.93
43508.95463,9.27
43508.95472,17.65
43508.95476,17.53
43508.95516,9.57
43508.95527,17.57
43508.95611,17.59
43508.95708,15.72
43508.95715,9.11
43508.95782,9.42
43508.95805,8.89
43508.95814,9.23
43508.95826,17.57
43508.95828,17.46
43508.95865,9.52
43508.95882,17.5
43508.95972,17.53
43508.96067,15.68
43508.96069,9.07
43508.96136,9.37
43508.96157,8.85
43508.96166,9.18
43508.96178,17.52
43508.96189,17.41
43508.96217,9.44
43508.96236,17.44
43508.96331,17.46
43508.96425,9.02
43508.96426,15.64
43508.9649,9.32
43508.96509,8.79
43508.9652,9.11
43508.9653,17.46
43508.96541,17.36
43508.96567,9.39
43508.96588,17.39
43508.96689,17.41
43508.96782,8.96
43508.96784,15.61
43508.96844,9.26
43508.96861,8.74
43508.96872,9.06
43508.96884,17.4
43508.96893,17.29
43508.96916,9.35
43508.96942,17.32
43508.97048,17.35
43508.97136,8.9
43508.97143,15.56
43508.97199,9.21
43508.97213,8.68
43508.97231,9
43508.97233,17.36
43508.97245,17.25
43508.97268,9.29
43508.97296,17.27
43508.97409,17.29
43508.97493,8.85
43508.97502,15.51
43508.97553,9.16
43508.97574,8.65
43508.97583,8.97
43508.97585,17.3
43508.97597,17.19
43508.97618,9.24
43508.97648,17.22
43508.9777,17.24
43508.97849,8.8
43508.97861,15.46
43508.97907,9.11
43508.97926,8.59
43508.97935,8.92
43508.97937,17.25
43508.97949,17.13
43508.97969,9.19
43508.98002,17.15
43508.98127,17.18
43508.98203,8.75
43508.98219,15.39
43508.98261,9.06
43508.98277,8.53
43508.98287,8.85
43508.98289,17.19
43508.98301,17.07
43508.98319,9.12
43508.98356,17.11
43508.98486,17.11
43508.9856,8.7
43508.98581,15.34
43508.98615,8.98
43508.98629,8.48
43508.98638,8.8
43508.98641,17.14
43508.98652,17.03
43508.98669,9.09
43508.98708,17.05
43508.98845,17.07
43508.98914,8.65
43508.98939,15.31
43508.9897,8.93
43508.98981,8.43
43508.9899,8.73
43508.98995,17.08
43508.99014,16.97
43508.9902,9.05
43508.99062,17
43508.99206,17.02
43508.9927,8.59
43508.99298,15.28
43508.99324,8.92
43508.99333,8.39
43508.99342,8.71
43508.99347,17.03
43508.99365,16.93
43508.9937,9
43508.99416,16.96
43508.99564,16.97
43508.99625,8.54
43508.99657,15.22
43508.99678,8.85
43508.99685,8.35
43508.99694,8.67
43508.99699,16.98
43508.99717,16.88
43508.99722,8.95
43508.99768,16.91
43508.99923,16.93
43508.99981,8.5
43509.00016,15.18
43509.00032,8.78
43509.00036,8.31
43509.00046,8.64
43509.0005,16.94
43509.00069,16.84
43509.00071,8.91
43509.00122,16.86
43509.00282,16.89
43509.00337,8.46
43509.00375,15.15
43509.00386,8.73
43509.00388,8.26
43509.00398,8.58
43509.00402,16.89
43509.00421,8.86
43509.00421,16.8
